Draw,Date,Winning Number 1,2,3,4,5,6,Additional Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
2955,2014-05-23,1,7,13,24,28,38,32,,3,3,3,3,2,1,2,1,0,4,1437781.00,27,43229.00,913,1279.00,2313,505.00,45273,30.00,54067,20.00,,
2954,2014-05-19,5,8,18,31,32,42,34,"5,8",3,3,2,4,2,1,0,2,1,0,0.00,4,71726.00,239,1201.00,460,624.00,11753,30.00,12161,20.00,,
2953,2014-05-15,5,8,21,26,27,43,15,43,3,3,4,2,2,0,3,0,1,2,329265.00,6,43237.00,201,1291.00,935,278.00,10919,30.00,20057,20.00,,
2952,2014-05-12,2,3,9,23,28,43,41,,3,3,4,2,3,0,2,0,1,1,1665655.00,9,44073.00,500,794.00,790,503.00,22679,30.00,17461,20.00,,
2951,2014-05-08,1,11,18,32,34,41,45,,3,3,3,3,1,2,0,2,1,0,0.00,2,129757.00,133,1952.00,337,771.00,8207,30.00,9980,20.00,,
2950,2014-05-05,4,7,15,27,37,42,3,,3,3,4,2,2,1,1,1,1,1,689100.00,6,45244.00,222,1223.00,610,446.00,10409,30.00,15653,20.00,,
2949,2014-05-01,6,10,11,13,29,45,23,"6,13",4,2,4,2,2,2,1,0,1,1,670270.00,4,66012.00,220,1201.00,657,402.00,11410,30.00,15798,20.00,,
2948,2014-04-28,4,6,13,17,32,35,11,,4,2,3,3,2,2,0,2,0,1,690223.00,5,54382.00,201,1353.00,603,451.00,10139,30.00,16317,20.00,,
2947,2014-04-24,5,8,20,27,39,40,42,,3,3,3,3,2,1,1,2,0,2,810109.00,7,52988.00,296,1254.00,641,579.00,14190,30.00,16559,20.00,,
2946,2014-04-21,3,7,10,21,32,38,22,21,4,2,3,3,3,0,1,2,0,0,0.00,3,89119.00,237,1129.00,571,469.00,11,30.00,15,20.00,,
2945,2014-04-17,8,11,16,21,33,40,5,21,4,2,3,3,1,2,1,2,0,2,329678.00,10,25975.00,215,1209.00,744,350.00,9,30.00,17,20.00,,
2944,2014-04-14,15,18,21,27,32,45,11,18,3,3,4,2,0,2,2,1,1,4,417987.00,16,24599.00,347,1135.00,747,527.00,13,30.00,19,20.00,,
2943,2014-04-10,14,18,19,34,35,36,17,,3,3,2,4,0,3,0,3,0,0,0.00,5,53016.00,167,1588.00,475,559.00,8,30.00,11,20.00,,
2942,2014-04-07,5,12,20,25,26,39,1,,3,3,3,3,1,2,2,1,0,5,335474.00,12,33215.00,394,1012.00,889,449.00,17,30.00,23,20.00,,
2941,2014-04-03,10,11,17,19,27,37,24,"10,11",4,2,5,1,1,3,1,1,0,0,0.00,2,131106.00,292,898.00,592,443.00,13,30.00,14,20.00,,
2940,2014-03-31,5,10,11,23,41,43,24,5,3,3,5,1,2,1,1,0,2,1,714626.00,5,56304.00,195,1444.00,528,534.00,10,30.00,13,20.00,,
2939,2014-03-27,5,8,9,15,16,21,26,16,6,0,4,2,3,2,1,0,0,7,235070.00,18,20957.00,615,614.00,1,303.00,23,30.00,24,20.00,,
2938,2014-03-24,1,4,10,16,36,42,44,,4,2,1,5,3,1,0,1,1,0,0.00,7,38715.00,192,1412.00,451,601.00,9,30.00,10,20.00,,
2937,2014-03-20,3,7,11,21,25,33,39,,4,2,6,0,2,1,2,1,0,1,653412.00,5,51481.00,295,873.00,571,451.00,13,30.00,12,20.00,,
2936,2014-03-17,1,8,14,28,32,38,5,,3,3,1,5,2,1,1,2,0,2,341121.00,5,53753.00,258,1042.00,702,383.00,11,30.00,16,20.00,,
2935,2014-03-13,3,7,20,36,39,45,6,,3,3,4,2,2,1,0,2,1,2,343102.00,8,33791.00,270,1002.00,621,436.00,9,30.00,16,20.00,,
2934,2014-03-10,13,15,21,29,31,33,5,29,3,3,6,0,0,2,2,2,0,2,362223.00,7,40770.00,256,1115.00,785,364.00,10,30.00,16,20.00,,
2933,2014-03-06,4,7,8,24,29,42,26,"4,29",3,3,2,4,3,0,2,0,1,2,1625027.00,13,44864.00,643,908.00,1,378.00,27,30.00,34,20.00,,
2932,2014-03-03,2,4,18,29,30,44,21,44,3,3,1,5,2,1,2,0,1,0,0.00,10,41429.00,319,1299.00,776,534.00,13,30.00,17,20.00,,
2931,2014-02-27,13,33,37,40,41,44,10,13,1,5,4,2,0,1,0,3,2,0,0.00,2,141408.00,148,1911.00,389,728.00,7,30.00,10,20.00,,
2930,2014-02-24,5,13,15,16,21,28,34,15,5,1,4,2,1,3,2,0,0,3,248177.00,6,48884.00,290,1012.00,535,549.00,13,30.00,13,20.00,,
2929,2014-02-20,14,15,20,23,33,44,34,,3,3,3,3,0,3,1,1,1,2,368415.00,10,29027.00,201,1445.00,460,632.00,9,30.00,11,20.00,,
2928,2014-02-17,1,4,5,12,30,45,9,"4,12",4,2,3,3,3,1,1,0,1,2,423129.00,19,17547.00,365,914.00,1,207.00,16,30.00,32,20.00,,
2927,2014-02-14,4,6,12,20,29,35,31,4,4,2,2,4,2,2,1,1,0,6,1668188.00,51,47962.00,1,1302.00,4,516.00,93,30.00,118,20.00,,
2926,2014-02-10,4,10,15,17,22,31,11,22,5,1,3,3,2,2,1,1,0,3,943130.00,15,42000.00,474,1330.00,1,355.00,25,30.00,42,20.00,,
2925,2014-02-06,5,14,22,27,40,43,4,"14,22",3,3,3,3,1,1,2,1,1,0,0.00,6,80770.00,314,1544.00,866,560.00,16,30.00,23,20.00,,
2924,2014-02-03,6,14,22,31,36,44,32,,3,3,1,5,1,1,1,2,1,1,1210550.00,5,95377.00,347,1375.00,821,581.00,16,30.00,20,20.00,,
2923,2014-01-30,5,12,20,32,37,38,26,,3,3,2,4,1,2,0,3,0,2,1130338.00,13,40846.00,426,1247.00,1,516.00,19,30.00,25,20.00,,
2922,2014-01-27,6,24,27,29,40,43,4,43,1,5,3,3,1,0,3,1,1,0,0.00,1,359583.00,200,1798.00,681,529.00,11,30.00,18,20.00,,
2921,2014-01-24,2,8,11,16,36,43,19,36,4,2,2,4,2,2,0,1,1,6,835792.00,27,51720.00,1,1228.00,2,499.00,52,30.00,72,20.00,,
2920,2014-01-20,1,12,27,32,33,36,26,27,2,4,3,3,1,1,1,3,0,1,850554.00,5,67014.00,221,1517.00,647,518.00,11,30.00,15,20.00,,
2919,2014-01-16,26,27,34,39,41,45,28,45,0,6,4,2,0,0,2,2,2,2,918705.00,9,48094.00,244,1774.00,600,722.00,12,30.00,17,20.00,,
2918,2014-01-13,3,25,33,36,42,45,10,"33,36",1,5,4,2,1,0,1,2,2,0,0.00,5,58198.00,169,1722.00,452,644.00,8,30.00,12,20.00,,
2917,2014-01-09,4,7,8,33,36,43,9,,3,3,3,3,3,0,0,2,1,1,1683738.00,14,29197.00,309,1323.00,1,377.00,14,30.00,28,20.00,,
2916,2014-01-06,10,17,27,28,42,45,23,10,2,4,3,3,1,1,2,0,2,0,0.00,3,84846.00,172,1480.00,448,569.00,8,30.00,11,20.00,,
2915,2014-01-03,10,11,31,37,39,43,22,,2,4,5,1,1,1,0,3,1,5,1004098.00,25,55554.00,1,1377.00,2,552.00,47,30.00,66,20.00,,
2914,2013-12-30,14,17,27,28,32,36,41,,2,4,2,4,0,2,2,2,0,1,1878361.00,8,58790.00,322,1461.00,827,569.00,16,30.00,20,20.00,,
2913,2013-12-26,2,18,20,38,43,44,28,,3,3,1,5,1,2,0,1,2,0,0.00,3,89881.00,151,1786.00,447,604.00,7,30.00,11,20.00,,
2912,2013-12-23,3,5,9,23,25,31,14,,3,3,6,0,3,0,2,1,0,4,173791.00,15,18257.00,470,583.00,828,331.00,17,30.00,17,20.00,,
2911,2013-12-19,8,11,15,27,32,43,6,27,3,3,4,2,1,2,1,1,1,1,1696404.00,12,33191.00,271,1470.00,882,452.00,14,30.00,22,20.00,,
2910,2013-12-16,14,17,25,27,28,40,9,,2,4,3,3,0,2,3,1,0,0,0.00,4,67499.00,148,1825.00,498,543.00,8,30.00,14,20.00,,
2909,2013-12-12,3,5,23,31,34,39,17,23,2,4,5,1,2,0,1,3,0,1,1677952.00,6,66077.00,303,1309.00,789,503.00,13,30.00,20,20.00,,
2908,2013-12-09,2,8,15,22,23,25,16,"15,23",4,2,3,3,2,1,3,0,0,0,0.00,12,22047.00,297,891.00,773,343.00,13,30.00,16,20.00,,
2907,2013-12-05,15,20,23,40,42,44,22,,2,4,2,4,0,2,1,1,2,1,3224096.00,11,55565.00,422,1449.00,993,616.00,18,30.00,24,20.00,,
2906,2013-12-02,1,13,16,22,27,33,38,,4,2,4,2,1,2,2,1,0,0,0.00,5,81221.00,306,1328.00,930,437.00,15,30.00,21,20.00,,
2905,2013-11-28,15,20,21,28,35,43,39,28,3,3,4,2,0,2,2,1,1,0,0.00,3,84262.00,139,1819.00,333,760.00,7,30.00,9,20.00,,
2904,2013-11-25,4,17,24,28,41,42,43,,2,4,2,4,1,1,2,0,2,1,673265.00,1,265226.00,178,1491.00,387,686.00,9,30.00,10,20.00,,
2903,2013-11-21,8,9,12,18,22,32,6,22,5,1,1,5,2,2,1,1,0,1,649285.00,7,36540.00,342,748.00,991,259.00,14,30.00,23,20.00,,
2902,2013-11-18,5,7,13,19,22,45,18,5,5,1,5,1,2,2,1,0,1,3,225867.00,3,88978.00,230,1161.00,639,418.00,11,30.00,16,20.00,,
2901,2013-11-14,1,5,9,28,30,39,16,,3,3,4,2,3,0,2,1,0,1,642469.00,2,126547.00,279,908.00,527,481.00,11,30.00,13,20.00,,
2900,2013-11-11,8,13,16,26,29,42,40,"16,29",3,3,2,4,1,2,2,0,1,1,1688126.00,13,31289.00,344,1183.00,625,651.00,14,30.00,16,20.00,,
2899,2013-11-07,4,16,18,24,28,29,45,24,3,3,1,5,1,2,3,0,0,0,0.00,2,129132.00,221,1169.00,359,720.00,9,30.00,10,20.00,,
2898,2013-11-04,15,21,24,34,37,44,29,34,2,4,3,3,0,1,2,2,1,1,682650.00,6,44821.00,145,1855.00,417,645.00,7,30.00,10,20.00,,
2897,2013-10-31,2,6,10,27,31,34,20,31,3,3,2,4,3,0,1,2,0,1,1642156.00,14,27488.00,410,939.00,1,349.00,17,30.00,25,20.00,,
2896,2013-10-28,1,11,22,28,31,32,8,"1,31",3,3,3,3,1,1,2,2,0,0,0.00,10,26209.00,233,1125.00,734,358.00,10,30.00,18,20.00,,
2895,2013-10-24,1,16,31,38,39,45,8,45,2,4,4,2,1,1,0,3,1,2,323476.00,3,84954.00,157,1624.00,443,576.00,6,30.00,12,20.00,,
2894,2013-10-21,2,7,11,19,42,45,3,42,4,2,4,2,2,2,0,0,2,1,686500.00,10,27044.00,219,1235.00,622,435.00,10,30.00,15,20.00,,
2893,2013-10-17,12,16,28,30,31,42,36,,2,4,1,5,0,2,2,1,1,1,661022.00,1,260403.00,226,1153.00,393,663.00,9,30.00,10,20.00,,
2892,2013-10-14,1,6,11,23,37,44,19,44,3,3,4,2,2,1,1,1,1,2,348914.00,2,137451.00,178,1545.00,533,516.00,9,30.00,14,20.00,,
2891,2013-10-10,12,13,17,25,34,44,29,44,3,3,3,3,0,3,1,1,1,1,1718479.00,6,65572.00,229,1719.00,662,595.00,12,30.00,17,20.00,,
2890,2013-10-07,8,22,32,36,39,44,4,,2,4,1,5,1,0,1,3,1,0,0.00,6,47258.00,166,1709.00,453,626.00,8,30.00,11,20.00,,
2889,2013-10-03,2,19,21,24,25,41,29,25,3,3,4,2,1,1,3,0,1,1,675325.00,1,266038.00,177,1504.00,415,642.00,8,30.00,12,20.00,,
2888,2013-09-30,4,12,25,26,36,40,39,,2,4,1,5,1,1,2,2,0,1,3418232.00,16,41598.00,499,1334.00,1,423.00,25,30.00,34,20.00,,
2887,2013-09-26,6,14,15,27,31,32,16,,3,3,3,3,1,2,1,2,0,0,0.00,8,50753.00,255,1593.00,678,599.00,13,30.00,17,20.00,,
2886,2013-09-23,1,16,18,21,36,41,7,,4,2,3,3,1,2,1,1,1,0,0.00,7,39286.00,169,1628.00,491,561.00,8,30.00,13,20.00,,
2885,2013-09-19,3,7,9,14,19,35,20,,5,1,5,1,3,2,0,1,0,3,1146469.00,18,36575.00,757,870.00,1,359.00,36,30.00,44,20.00,,
2884,2013-09-16,1,11,13,15,21,22,33,,6,0,5,1,1,3,2,0,0,0,0.00,16,27364.00,398,1101.00,1,368.00,19,30.00,24,20.00,,
2883,2013-09-12,2,5,9,17,31,44,4,44,4,2,4,2,3,1,0,1,1,0,0.00,6,43129.00,211,1227.00,660,393.00,10,30.00,17,20.00,,
2882,2013-09-09,6,8,23,28,41,44,24,"8,41",2,4,2,4,2,0,2,0,2,2,1698563.00,12,55722.00,492,1360.00,1,570.00,23,30.00,31,20.00,,
2881,2013-09-05,8,19,20,27,41,45,21,"41,45",3,3,4,2,1,2,1,0,2,0,0.00,4,97584.00,273,1430.00,571,684.00,12,30.00,17,20.00,,
2880,2013-09-02,7,21,29,31,41,45,9,7,2,4,6,0,1,0,2,1,2,0,0.00,8,34908.00,163,1714.00,623,449.00,8,30.00,16,20.00,,
2879,2013-08-29,7,8,13,14,28,44,16,7,4,2,2,4,2,2,1,0,1,3,220740.00,7,37268.00,281,929.00,659,396.00,12,30.00,14,20.00,,
2878,2013-08-26,4,7,11,22,29,38,6,38,4,2,3,3,2,1,2,1,0,1,1755704.00,9,47525.00,443,966.00,1,355.00,20,30.00,28,20.00,,
2877,2013-08-22,15,16,30,34,38,42,1,30,2,4,1,5,0,2,1,2,1,0,0.00,4,65980.00,131,2015.00,336,786.00,7,30.00,9,20.00,,
2876,2013-08-19,14,19,26,30,41,45,38,"19,26",2,4,3,3,0,2,2,0,2,1,692164.00,6,45446.00,179,1524.00,412,662.00,7,30.00,10,20.00,,
2875,2013-08-15,6,7,19,26,31,33,35,,3,3,4,2,2,1,1,2,0,2,339235.00,3,89092.00,249,1074.00,473,566.00,11,30.00,12,20.00,,
2874,2013-08-12,10,12,14,28,36,40,34,,3,3,0,6,1,2,1,2,0,2,1637144.00,14,46697.00,468,1397.00,1,534.00,23,30.00,30,20.00,,
2873,2013-08-08,18,25,27,33,42,43,23,,1,5,4,2,0,1,2,1,2,0,0.00,9,43012.00,255,1519.00,681,569.00,11,30.00,17,20.00,,
2872,2013-08-05,1,11,24,31,32,36,38,36,2,4,3,3,1,1,1,3,0,0,0.00,4,62254.00,142,1754.00,353,706.00,7,30.00,10,20.00,,
2871,2013-08-02,9,26,33,36,38,42,1,9,1,5,2,4,1,0,1,3,1,1,5018838.00,19,60519.00,791,1454.00,2,566.00,40,30.00,50,20.00,,
2870,2013-07-29,9,12,22,23,31,37,17,,3,3,4,2,1,1,2,2,0,1,734626.00,13,22262.00,293,988.00,989,293.00,12,30.00,19,20.00,,
2869,2013-07-25,1,11,25,39,41,44,2,,2,4,5,1,1,1,1,1,2,1,658709.00,2,129746.00,154,1685.00,389,668.00,7,30.00,10,20.00,,
2868,2013-07-22,15,19,23,31,40,45,34,45,2,4,5,1,0,2,1,2,1,2,854013.00,6,69634.00,311,1344.00,632,662.00,12,30.00,17,20.00,,
2867,2013-07-18,6,25,28,43,44,45,42,45,1,5,3,3,1,0,2,0,3,0,0.00,5,51011.00,146,1747.00,461,554.00,7,30.00,11,20.00,,
2866,2013-07-15,10,11,19,22,34,45,31,10,4,2,3,3,1,2,1,1,1,1,681142.00,9,29815.00,159,1688.00,564,476.00,9,30.00,12,20.00,,
2865,2013-07-11,9,10,14,15,18,42,31,"9,14,18",5,1,2,4,2,3,0,0,1,1,660059.00,3,86675.00,195,1334.00,399,652.00,9,30.00,11,20.00,,
2864,2013-07-08,9,14,18,20,32,34,45,,4,2,1,5,1,3,0,2,0,2,352263.00,7,39649.00,291,954.00,509,546.00,11,30.00,11,20.00,,
2863,2013-07-04,7,23,27,35,41,43,29,35,1,5,6,0,1,0,2,1,2,1,1777076.00,8,52762.00,284,1487.00,642,658.00,14,30.00,18,20.00,,
2862,2013-07-01,2,12,15,28,35,38,41,12,3,3,2,4,1,2,1,2,0,0,0.00,4,69493.00,208,1337.00,432,644.00,9,30.00,10,20.00,,
2861,2013-06-27,12,19,21,22,26,29,39,,4,2,3,3,0,2,4,0,0,5,649667.00,11,57301.00,862,732.00,1,483.00,30,30.00,31,20.00,,
2860,2013-06-24,15,17,32,36,37,42,44,37,2,4,3,3,0,2,0,3,1,0,0.00,5,80462.00,216,1863.00,534,754.00,12,30.00,15,20.00,,
2859,2013-06-20,4,5,11,26,37,45,39,5,3,3,4,2,2,1,1,1,1,0,0.00,3,82345.00,176,1404.00,347,712.00,8,30.00,9,20.00,,
2858,2013-06-17,5,16,30,32,33,41,14,,2,4,3,3,1,1,1,2,1,1,1721590.00,8,52492.00,273,1539.00,845,497.00,14,30.00,20,20.00,,
2857,2013-06-13,7,11,25,36,37,38,35,"11,38",2,4,4,2,1,1,1,3,0,0,0.00,8,32284.00,172,1502.00,431,600.00,8,30.00,11,20.00,,
2856,2013-06-10,11,13,23,29,31,38,21,11,2,4,5,1,0,2,2,2,0,1,677548.00,5,53383.00,230,1161.00,686,390.00,10,30.00,15,20.00,,
2855,2013-06-06,11,14,16,30,32,34,19,16,3,3,1,5,0,3,1,2,0,3,1120632.00,15,42844.00,514,1251.00,1,601.00,21,30.00,27,20.00,,
2854,2013-06-03,2,16,18,19,25,38,23,,4,2,2,4,1,3,1,1,0,0,0.00,5,85178.00,252,1691.00,853,500.00,15,30.00,21,20.00,,
2853,2013-05-30,4,9,26,27,37,44,12,9,2,4,3,3,2,0,2,1,1,0,0.00,1,255837.00,156,1640.00,467,548.00,8,30.00,13,20.00,,
2852,2013-05-27,9,13,18,19,23,28,1,"13,19",4,2,4,2,1,3,2,0,0,2,335411.00,13,20328.00,299,884.00,820,323.00,13,30.00,18,20.00,,
2851,2013-05-23,7,13,17,19,20,26,5,7,5,1,4,2,1,4,1,0,0,1,628846.00,19,13039.00,306,810.00,1,196.00,11,30.00,24,20.00,,
2850,2013-05-20,1,7,10,23,25,35,18,,3,3,5,1,3,0,2,1,0,2,307597.00,9,26928.00,236,1027.00,637,381.00,10,30.00,14,20.00,,
2849,2013-05-17,8,14,22,30,34,41,1,,3,3,1,5,1,1,2,1,1,2,2505073.00,21,53842.00,865,1308.00,2,562.00,40,30.00,52,20.00,,
2848,2013-05-13,1,5,7,24,27,45,3,24,3,3,5,1,3,0,2,0,1,1,750329.00,3,98529.00,314,942.00,930,318.00,13,30.00,22,20.00,,
2847,2013-05-09,2,12,22,24,31,34,10,"22,34",3,3,1,5,1,1,2,2,0,1,659319.00,7,37105.00,150,1732.00,584,445.00,9,30.00,14,20.00,,
2846,2013-05-06,4,9,14,19,22,34,35,22,5,1,2,4,2,2,1,1,0,2,835165.00,7,57403.00,374,1075.00,753,534.00,17,30.00,18,20.00,,
2845,2013-05-02,1,12,20,22,31,43,27,22,4,2,3,3,1,2,1,1,1,0,0.00,6,42699.00,190,1349.00,526,488.00,9,30.00,13,20.00,,
2844,2013-04-29,4,15,17,19,22,23,26,17,5,1,4,2,1,3,2,0,0,1,1665823.00,11,36547.00,326,1234.00,878,458.00,15,30.00,21,20.00,,
2843,2013-04-25,3,12,17,27,28,43,45,,3,3,4,2,1,2,2,0,1,0,0.00,3,84743.00,226,1125.00,394,646.00,10,30.00,10,20.00,,
2842,2013-04-22,6,11,22,31,36,41,5,11,3,3,3,3,1,1,1,2,1,1,674573.00,8,33218.00,201,1323.00,618,430.00,9,30.00,16,20.00,,
2841,2013-04-18,1,11,13,24,26,44,5,26,3,3,3,3,1,2,2,0,1,1,1638126.00,9,41963.00,295,1281.00,823,459.00,13,30.00,23,20.00,,
2840,2013-04-15,10,26,27,32,38,42,11,27,1,5,1,5,1,0,2,2,1,0,0.00,6,44611.00,195,1373.00,533,503.00,8,30.00,12,20.00,,
2839,2013-04-11,2,3,15,27,41,45,17,,3,3,5,1,2,1,1,0,2,1,658029.00,6,43204.00,179,1449.00,436,595.00,7,30.00,11,20.00,,
2838,2013-04-08,12,20,28,31,32,40,27,,2,4,1,5,0,2,1,3,0,3,229546.00,3,90428.00,240,1131.00,484,561.00,9,30.00,12,20.00,,
2837,2013-04-04,16,19,22,27,36,39,12,,3,3,3,3,0,2,2,2,0,2,330904.00,2,130357.00,208,1254.00,567,460.00,8,30.00,14,20.00,,
2836,2013-04-01,8,10,15,21,28,40,26,,4,2,2,4,2,1,2,1,0,2,353736.00,7,39815.00,262,1064.00,714,391.00,12,30.00,16,20.00,,
2835,2013-03-28,24,30,33,35,37,38,17,38,0,6,3,3,0,0,2,4,0,1,667493.00,3,87651.00,182,1445.00,397,663.00,8,30.00,11,20.00,,
2834,2013-03-25,22,23,38,41,44,45,39,"38,45",1,5,3,3,0,0,2,1,3,1,1695961.00,3,136100.00,234,1745.00,686,596.00,11,30.00,16,20.00,,
2833,2013-03-21,3,31,35,36,38,45,29,,1,5,4,2,1,0,0,4,1,0,0.00,4,64952.00,203,1280.00,421,618.00,9,30.00,10,20.00,,
2832,2013-03-18,2,6,8,23,27,39,4,8,3,3,3,3,3,0,2,1,0,3,234592.00,4,69312.00,259,1071.00,736,377.00,11,30.00,18,20.00,,
2831,2013-03-14,8,9,13,16,22,43,24,,5,1,3,3,2,2,1,0,1,2,340513.00,12,22357.00,288,932.00,646,416.00,12,30.00,15,20.00,,
2830,2013-03-11,2,3,14,15,33,40,45,,4,2,3,3,2,2,0,2,0,1,738421.00,4,72724.00,185,1573.00,482,604.00,9,30.00,12,20.00,,
2829,2013-03-07,16,20,22,25,26,27,18,20,3,3,2,4,0,2,4,0,0,1,717357.00,11,25691.00,293,965.00,790,358.00,11,30.00,15,20.00,,
2828,2013-03-04,1,11,14,20,23,36,27,1,4,2,3,3,1,3,1,1,0,2,946237.00,15,30202.00,331,1369.00,819,554.00,15,30.00,21,20.00,,
2827,2013-02-28,1,10,15,34,38,41,25,10,3,3,3,3,2,1,0,2,1,0,0.00,6,48750.00,168,1742.00,465,630.00,8,30.00,12,20.00,,
2826,2013-02-25,5,6,10,21,26,37,1,,4,2,3,3,3,0,2,1,0,1,845525.00,7,47584.00,280,1190.00,875,381.00,14,30.00,21,20.00,,
2825,2013-02-22,16,18,23,25,29,34,26,,2,4,3,3,0,2,3,1,0,9,1113611.00,48,51397.00,1,1384.00,4,508.00,87,30.00,118,20.00,,
2824,2013-02-18,4,8,14,24,31,35,45,31,3,3,2,4,2,1,1,2,0,2,736791.00,10,58051.00,419,1386.00,1,567.00,21,30.00,26,20.00,,
2823,2013-02-14,6,25,28,31,38,44,23,,1,5,2,4,1,0,2,2,1,1,1023160.00,5,80613.00,275,1466.00,661,610.00,13,30.00,19,20.00,,
2822,2013-02-11,1,4,15,18,33,42,38,,4,2,3,3,2,2,0,1,1,2,470895.00,11,33729.00,350,1061.00,599,620.00,13,30.00,16,20.00,,
2821,2013-02-08,8,10,11,25,27,43,2,,3,3,4,2,2,1,2,0,1,5,1002713.00,48,28919.00,1,1167.00,3,357.00,60,30.00,92,20.00,,
2820,2013-02-04,7,9,16,24,39,40,18,,3,3,3,3,2,1,1,2,0,1,868481.00,4,85533.00,289,1184.00,725,472.00,12,30.00,17,20.00,,
2819,2013-01-31,3,5,36,37,42,43,17,,2,4,4,2,2,0,0,2,2,2,354098.00,9,30999.00,168,1661.00,453,616.00,8,30.00,11,20.00,,
2818,2013-01-28,22,23,27,29,32,38,16,38,1,5,3,3,0,0,4,2,0,1,734364.00,4,72324.00,222,1304.00,559,518.00,9,30.00,13,20.00,,
2817,2013-01-24,11,20,24,38,39,44,17,,2,4,2,4,0,2,1,2,1,1,689492.00,1,271618.00,165,1647.00,564,482.00,8,30.00,13,20.00,,
2816,2013-01-21,3,4,6,29,33,35,41,,3,3,4,2,3,0,1,2,0,1,710979.00,4,70021.00,248,1130.00,429,653.00,10,30.00,11,20.00,,
2815,2013-01-17,7,10,24,26,27,31,20,,2,4,3,3,2,0,3,1,0,5,349990.00,5,82281.00,392,1050.00,873,472.00,17,30.00,24,20.00,,
2814,2013-01-14,13,23,30,36,40,43,41,43,1,5,3,3,0,1,2,2,1,0,0.00,4,69493.00,177,1571.00,456,610.00,8,30.00,11,20.00,,
2813,2013-01-10,4,21,26,38,41,43,16,"26,38",2,4,3,3,1,0,2,1,2,2,340707.00,3,89479.00,174,1543.00,370,726.00,7,30.00,10,20.00,,
2812,2013-01-07,11,12,16,22,26,38,31,,4,2,1,5,0,3,2,1,0,1,723577.00,6,47508.00,280,1019.00,626,456.00,12,30.00,15,20.00,,
2811,2013-01-03,19,30,35,42,44,45,1,"42,45",1,5,3,3,0,1,1,1,3,1,1788125.00,6,67437.00,220,1840.00,611,663.00,11,30.00,16,20.00,,
2810,2012-12-31,4,14,25,34,42,45,17,,2,4,2,4,1,1,1,1,2,0,0.00,2,149896.00,201,1492.00,437,687.00,9,30.00,12,20.00,,
2809,2012-12-27,17,20,22,30,36,37,16,,3,3,2,4,0,2,2,2,0,2,352593.00,4,69451.00,218,1275.00,437,636.00,9,30.00,11,20.00,,
2808,2012-12-24,7,10,11,12,16,42,8,42,5,1,2,4,2,3,0,0,1,1,1809548.00,22,20260.00,490,910.00,2,217.00,24,30.00,39,20.00,,
2807,2012-12-20,18,22,25,26,42,44,5,"26,44",2,4,1,5,0,1,3,0,2,0,0.00,2,133576.00,133,2009.00,383,698.00,6,30.00,12,20.00,,
2806,2012-12-17,9,20,24,26,40,44,22,26,2,4,1,5,1,1,2,1,1,2,1667086.00,14,46986.00,445,1479.00,1,582.00,21,30.00,30,20.00,,
2805,2012-12-13,8,12,15,26,33,42,2,"15,42",3,3,2,4,1,2,1,1,1,0,0.00,15,25492.00,292,1310.00,969,395.00,15,30.00,28,20.00,,
2804,2012-12-10,15,19,24,29,31,42,3,,2,4,4,2,0,2,2,1,1,0,0.00,3,91096.00,169,1618.00,380,720.00,8,30.00,11,20.00,,
2803,2012-12-06,3,6,10,13,23,27,17,27,4,2,4,2,3,1,2,0,0,1,655652.00,13,19869.00,310,834.00,953,272.00,14,30.00,18,20.00,,
2802,2012-12-03,14,22,27,31,33,34,1,,2,4,3,3,0,1,2,3,0,1,680245.00,3,89326.00,154,1741.00,433,619.00,8,30.00,10,20.00,,
2801,2012-11-29,4,7,9,10,23,30,42,,4,2,3,3,4,0,2,0,0,4,162386.00,9,28432.00,595,431.00,630,407.00,20,30.00,13,20.00,,
2800,2012-11-26,2,12,17,29,34,39,23,,3,3,3,3,1,2,1,2,0,5,135959.00,6,44633.00,238,1126.00,705,380.00,9,30.00,17,20.00,,
2799,2012-11-22,1,3,13,22,24,42,41,22,4,2,3,3,2,1,2,0,1,2,323558.00,3,84975.00,199,1282.00,353,723.00,9,30.00,10,20.00,,
2798,2012-11-19,11,15,22,30,32,33,19,30,3,3,3,3,0,2,2,2,0,1,661203.00,9,28942.00,223,1169.00,615,424.00,9,30.00,15,20.00,,
2797,2012-11-15,13,20,21,30,40,42,29,,3,3,2,4,0,2,2,1,1,2,332035.00,2,130802.00,187,1399.00,404,648.00,8,30.00,10,20.00,,
2796,2012-11-12,9,14,18,19,25,33,32,19,4,2,4,2,1,3,1,1,0,1,696977.00,8,34321.00,226,1215.00,485,567.00,11,30.00,12,20.00,,
2795,2012-11-08,3,7,19,38,41,43,12,,3,3,5,1,2,1,0,1,2,2,340471.00,4,67063.00,222,1209.00,586,458.00,9,30.00,15,20.00,,
2794,2012-11-05,4,9,13,17,20,29,40,13,5,1,4,2,2,3,1,0,0,1,712219.00,6,46762.00,297,945.00,658,427.00,14,30.00,13,20.00,,
